Sort_Row,MANUSCRIPT INFORAMTION,,,,,,DATA MODERATORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLIMATE,,,,,,,,,,EXPERIMENTAL DESIGN,,,,,,SOIL INITIAL CONDITIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANATMENT DETAILS,,,,,,,,,,,,,,AMENDMENT,,,,,,,,,,RESPONSE,,,,,,,,,,,,,NOTES, , , , ,CONTROL CONDITIONS (w/ fertilizer),,,,,,,
3,ACC,LeadAuthor,page,source,comments,mangement_notes,crop,crop_group,crop_system,culitivar_details,depth.start,depth.end,param_notes,param,param_group,C.method,method.notes,units,trt_name,amend,amend_group,amend_group_brd,amdend_detail,irrigated,irrigation_group,tillage_type,country,site_name,lat.long,lat_group,long.dec.degree,lat.dec.degree,MAP,MAT,temp.worldclim.C,precip.worldclim.mm,elevation,biom_name,biom_cat,MAP_av,MAP_min,MAP_max,MAP_yrs,MAT_av,MAT_min,MAT_max,landuse.history,exp_design,subplot_dim,year.zero,exp_duration_mos,duration_group,duration_even,soil.name,soil.class,soil.order,slope,soil.texture,sand,silt,clay,clay_group,pH,pH_group,pH.method,carbonates,CEC,BD,SOC_int_group,SOC_g.kg,SOC_int,SOC_int_unit,SOC_depth_cm,SOC_int_percent,calc_SOC_int_g.kg,N_int,N_unit,P_int,P_int_unit,K_int,K_int_units,tillage_details,tillage_depth,till_depth_group,NPK_rate,Nfert,Nfert_group,Nfert_rate,Pfert,Pfert_rate,Kfert,Kfert_rate,other_addition,other_addition_rate,fert_notes,reps,C.rate_group,C.rate_Mg.ha,weight.dry_group,weight.dry,N.amend_g.kg,C.N_rate,amend_N_kg.ha,amend_N_kg.ha_group,app.method,extraction_x-axis_value,X_cf,SE_cf,SD_cf,N_cf,X_a,SE_a,SD_a,N_a,X_cmin,SE_cmin,SD_cmin,N_cmin,conclusion,quality,exp_quality,report_qual,references,Cf_N,Cf_N_rate,Cf_P,Cf_P_rate,Cf_K,Cf_K_rate,Cf_other,Cf_rate_other
4013,1036,Datta,169,table3,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,0,15,SOC,SOC,C,combustion,na,Mg.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,na,22.6,na,na,3,23.95,na,na,3,19.63,na,na,3,"positive, increase SOC",3,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4014,1036,Datta,169,table3,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,15,30,SOC,SOC,C,combustion,na,Mg.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,na,21.71,na,na,3,20.79,na,na,3,21.48,na,na,3,"positive, increase SOC",3,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4015,1036,Datta,169,table3,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,30,45,SOC,SOC,C,combustion,na,Mg.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,na,21.03,na,na,3,21.2,na,na,3,20.88,na,na,3,"positive, increase SOC",3,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4016,1036,Datta,169,table4,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,0,15,C_rate,C_rate,C,combustion,na,MgC.ha.yr,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,na,0.1,na,na,3,0.15,na,na,3,0,na,na,3,"positive, increase SOC",3,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4017,1036,Datta,169,table4,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,0,15,C_seq,C_seq,C,combustion,na,MgC.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,na,2.88,na,na,3,4.24,na,na,3,-0.08,na,na,3,"positive, increase SOC",3,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4018,1036,Datta,169,table4,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,0,15,SOC,SOC,C,combustion,na,MgC.ha,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,na,22.6,na,na,3,23.95,na,na,3,19.63,na,na,3,"positive, increase SOC",3,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4019,1036,Datta,172,table8,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,0,15,agg_>2mm,agg_macro,agg,combustion,na,percent,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,na,4.94,na,na,3,6.66,na,na,3,4.16,na,na,3,"positive, increase SOC",3,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4020,1036,Datta,172,table8,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,15,30,agg_>2mm,agg_macro,agg,combustion,na,percent,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,na,7.68,na,na,3,10.44,na,na,3,3.75,na,na,3,"positive, increase SOC",3,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4021,1036,Datta,172,table8,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,30,45,agg_>2mm,agg_macro,agg,combustion,na,percent,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,na,5.03,na,na,3,8.16,na,na,3,6.93,na,na,3,"positive, increase SOC",3,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4022,1036,Datta,172,table8,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,0,15,agg_>.25mm,agg_meso,agg,combustion,na,percent,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,na,35.94,na,na,3,45.21,na,na,3,26.61,na,na,3,"positive, increase SOC",3,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4023,1036,Datta,172,table8,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,15,30,agg_>.25mm,agg_meso,agg,combustion,na,percent,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,na,36.11,na,na,3,43.76,na,na,3,21.06,na,na,3,"positive, increase SOC",3,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4024,1036,Datta,172,table8,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,30,45,agg_>.25mm,agg_meso,agg,combustion,na,percent,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,na,31.47,na,na,3,40.4,na,na,3,9.12,na,na,3,"positive, increase SOC",3,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4025,1036,Datta,172,table8,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,0,15,agg_>.100mm,agg_micro,agg,combustion,na,percent,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,na,2.89,na,na,3,9.93,na,na,3,8.9,na,na,3,"positive, increase SOC",3,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4026,1036,Datta,172,table8,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,15,30,agg_>.100mm,agg_micro,agg,combustion,na,percent,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,na,8.45,na,na,3,20.79,na,na,3,5.84,na,na,3,"positive, increase SOC",3,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4027,1036,Datta,172,table8,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,30,45,agg_>.100mm,agg_micro,agg,combustion,na,percent,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,na,15.01,na,na,3,8.63,na,na,3,4.03,na,na,3,"positive, increase SOC",3,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4028,1036,Datta,172,table9,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,0,15,agg_C,C_agg,agg,combustion,na,percent,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,na,50.2,na,na,3,57.4,na,na,3,43.3,na,na,3,"positive, increase SOC",3,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4029,1036,Datta,172,table9,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,15,30,agg_C,C_agg,agg,combustion,na,percent,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,na,69,na,na,3,81.2,na,na,3,37.9,na,na,3,"positive, increase SOC",3,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4030,1036,Datta,172,table9,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,30,45,agg_C,C_agg,agg,combustion,na,percent,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,na,77.4,na,na,3,90.5,na,na,3,24.5,na,na,3,"positive, increase SOC",3,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4031,1036,Datta,172,table9,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,0,15,MWD,MWD,soil,combustion,na,mm,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,na,2.21,na,na,3,1.45,na,na,3,0.86,na,na,3,"positive, increase SOC",3,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4032,1036,Datta,172,table9,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,15,30,MWD,MWD,soil,combustion,na,mm,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,na,1.53,na,na,3,1.72,na,na,3,0.72,na,na,3,"positive, increase SOC",3,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4033,1036,Datta,172,table9,"control used for pH, BD and  %sand silt clay initial, manure had straw and urea as well",na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,30,45,MWD,MWD,soil,combustion,na,mm,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,na,1.31,na,na,3,1.58,na,na,3,0.55,na,na,3,"positive, increase SOC",3,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
4034,1036,Datta,173,table10,just take total macro AC,na,sorghum_wheat,grain,rotation,﻿sorghum (Sorghum bicolour L.)CSH 16 – wheat (Triticum aestivum L.) NIAW 301,0,15,C_>2mm,C_macro,C,combustion,na,g.kg,NPK+FYM,manure,manure,manure,add annual crop residue sorghum+wheat,yes,sprinkler/drip,CT,India,"Maharastra, Parbhani, Marathwada Agriculturla University research farm","19°08' N, 76°05'  E",low,76.08333333,19.13333333,847,26.9,26.9,795,750,hot semi-arid,tropical,847,na,na,na,na,10.5,41.6,na,RB,100,1983,336,10-30,>25,na,"hyperthermic, Typic Haplustert",vertisol,na,silty clay loam,39.3,30.7,30,>25%,8.32,>7.5,water,na,na,1.3,<10,4.6,4.6,g.kg,15,0.46,na,na,na,na,na,na,na,power tillage,20,10-20,na,urea,75-150,90,P2O5,90,K2O,90,residue,3.86,"50% applied mineral, 50% with manure",3,<5,0.904,<5,3.6,na,na,na,na,tilled,na,55.9,na,na,3,71.7,na,na,3,43.5,na,na,3,"positive, increase SOC",3,3,selective,na,urea,180,P2O5,90,potash,90,residue,0.85
